is_rumor,is_source_tweet,text
FALSE,FALSE,"CTVNews ctvedmonton crazy just how many people
Accept the concept that islam is the evil enemy bad guys."
FALSE,FALSE,CTVNews ctvedmonton like people are calling for the rounding up of a religious group and cutting off their thumbs....
FALSE,FALSE,daryldavis CTVNews .... wait for it...
FALSE,FALSE,CTVNews ctvedmonton like I'm sure there where some asswhole jews that hitler used as an example of how terrible all jews are.
FALSE,FALSE,CTVNews ctvedmonton all we are is a election of a radical islam hater in strong political position and we'll be pigeon walking
FALSE,FALSE,CTVNews #BREAKING PMO says PM Harper is safe and has left Parliament Hillù well that's too bad.. lol
FALSE,TRUE,RCMP advises people to stay away from Parliament Hill due to ongoing police incident.
FALSE,FALSE,rcmpgrcpolice You mean like police pointing guns are entire groups of reporters? Doesn't sound safe at all.
FALSE,FALSE,rcmpgrcpolice OttawaPolice #sad #scary #canpoli
FALSE,FALSE,rcmpgrcpolice RCMP advises people to stay away from Parliament Hill due to ongoing police incident.ù
FALSE,FALSE,"rcmpgrcpolice My Hubby Tom&ampMyself Live close by Parliament Hill over here in Ottawa,OntarioCanada Thank U #AttackInOttawa #ottnews"
FALSE,FALSE,rcmpgrcpolice keep yourselves and the public safe!
FALSE,FALSE,Stay safe Ottawa. rcmpgrcpolice RCMP advises people to stay away from Parliament Hill due to ongoing police incident.ù
FALSE,FALSE,rcmpgrcpolice and We have seen a Dozens of every Level of Police racing over to Parliament Hill/War Memorial #AttackInOttawa #ottnews
FALSE,FALSE,rcmpgrcpolice RCMP advises people to stay away from Parliament Hill due to ongoing police incident.ù Stay safe Ottawa friends.
FALSE,FALSE,rcmpgrcpolice RCMP advises people to stay away from Parliament Hill due to ongoing police incident.ù
FALSE,FALSE,"RT rcmpgrcpolice RCMP advises people to stay away from Parliament Hill due to ongoing police incident.,"
FALSE,FALSE,StewieBusiness rcmpgrcpolice  because god forbid they do their job and protect those reporters from the active shooter on the loose...
FALSE,FALSE,rcmpgrcpolice RCMP advises people to stay away from Parliament Hill due to ongoing police incident.ù
FALSE,FALSE,rcmpgrcpolice RCMP advises people to stay away from Parliament Hill due to ongoing police incident.ùDeclanGordon
FALSE,FALSE,BrynaertN rcmpgrcpolice Because god forbid they keep their heads during emergency situations and don't wave their guns around like maniacs
FALSE,FALSE,rcmpgrcpolice RCMP advises people to stay away from Parliament Hill due to ongoing police incident.ù#PrayForOttawa
FALSE,FALSE,rcmpgrcpolice RCMP advises people to stay away from Parliament Hill due to ongoing police incident.ù   Stay safe please
FALSE,FALSE,StewieBusiness rcmpgrcpolice are you stupid? This is a combat situation! You're going to see guns... These people are protecting your ass!
FALSE,FALSE,StewieBusiness rcmpgrcpolice guess you would prefer they show up with flowers and appeal to the kinder side of the maniac with the rifle
FALSE,FALSE,BrynaertN rcmpgrcpolice Stupid is bad gun handling and blindly defending it. No reason to point armed machine guns at a group of media.
FALSE,FALSE,"StewieBusiness rcmpgrcpolice I'm nor blindly defending our speaking in ignorance. They know how to handle their weapons, it's their job"
FALSE,FALSE,BrynaertN rcmpgrcpolice And pointing armed automatic weapons at a group of nonsuspect media is a perfect example of that? #Genius
FALSE,FALSE,StewieBusiness rcmpgrcpolice if they were pointing weapons at the media don't you think a reporter would say something? #commonsense
FALSE,FALSE,BrynaertN rcmpgrcpolice HEY! There's a revelation! Where do you think I was told about this incident? A reporter saying something.
FALSE,FALSE,StewieBusiness rcmpgrcpolice so is rd hand information.. Which is know as hearsay... Yet no actual complaint made hmm... #loadyourbrain
FALSE,FALSE,"BrynaertN rcmpgrcpolice Oh, now you're changing your criteria to suit your ego. NEAT! You should apply to be an RCMP."
FALSE,TRUE,Parliament Hill is never going to be the same.
FALSE,FALSE,JohnWMP Are we going to take terrorism more serious now or what?
FALSE,FALSE,"RT""JohnWMP Parliament Hill is never going to be the same.ù"
FALSE,FALSE,JohnWMP unfortunately
FALSE,FALSE,JohnWMP what happened?! Did a plane crash into it??
FALSE,FALSE,Ain't that the truth. JohnWMP Parliament Hill is never going to be the same.ù
FALSE,FALSE,johnwmp joshwingrove This is so unCanadian.
FALSE,FALSE,JohnWMP a lot of things in Canada will be changing I think... 
FALSE,FALSE,JohnWMP joshwingrove Canada will never be the same
FALSE,FALSE,JohnWMP joshwingrove  Nor can or should it be. CDN has to be TOUGH to survive in the face of such violence and hate.
FALSE,FALSE,JohnWMP hope everyone ok. In our thoughts from across the pond.
FALSE,FALSE,JohnWMP Parliament Hill is never going to be the same.ù Same as what?!
FALSE,FALSE,JohnWMP joshwingrove   https//t.co/xnpocveXqc #CanadaShooting
FALSE,FALSE,"jcsulzenko JohnWMP joshwingrove Ya, let's show those idiots how tough we are by giving them exactly what they want a police state"
FALSE,FALSE,"JohnWMP Your party caused this by getting us involved in the Middle East. Thanks a lot, you war mongering idiots."
FALSE,FALSE,"JohnWMP Make sure we grow progressively, and not lose or harm the most precious parts the make us who we are. 
Be strong, and an example."
FALSE,FALSE,JohnWMP joshwingrove It must stay the same. Our democracy will not be put into a bunker.
FALSE,FALSE,JohnWMP joshwingrove Why? It seems like parliamentary security worked excellently today. We can't securitize the world.
FALSE,TRUE,"Canada Prime Minister Stephen Harper safe, has left parliament Hill TV quoting PM's office"
FALSE,FALSE,Reuters en la maana es mejor
FALSE,FALSE,Reuters
FALSE,FALSE,"Reuters Canada Prime Minister Stephen Harper safe, has left parliament Hill TV quoting PM's officeù"
FALSE,FALSE,amandaponce Reuters AntGiuliano RyClinton warms my heart that he's ok
FALSE,TRUE,The RCMP intervention team members Parliament Hill http//t.co/aODweOW http//t.co/JDilsB
FALSE,FALSE,nationalpost I'm so proud of our intelligence. What a city #Ottawa is !!!
FALSE,FALSE,"nationalpost HockeyFanDiva 
why are cops bettergeared than our soldiers?
because candians are the real enemy of this government."
FALSE,FALSE,Has this become my Canada? nationalpost The RCMP intervention team members Parliament Hill http//t.co/pozbvC http//t.co/NFPcQfvù
FALSE,FALSE,nationalpost Those are cops? Since when do they need Kevlar helmets with NVG mounting points. That's all military gear.
FALSE,FALSE,nationalpost Calming the intruder down lol RT #RCMP intervention team members Parliament Hill http//t.co/xPlWGeLS http//t.co/vxswyKRt
FALSE,FALSE,nationalpost KarlWitATwitta isis lonewolf attacks in cannada bro
FALSE,FALSE,BNewF nationalpost I thought it was lonewolf the injun from eski lmaoo
FALSE,FALSE,KarlWitATwitta Lonewolf from esk? Ohhhhhh lmao that guy you ground and pounded near gale's.. Forgot all about him.
FALSE,FALSE,BNewF ohhh c'mon now Blair we all know that was you in one of your rages annnndd also poor Shane on the road that night lmaoo #poorfolks
FALSE,FALSE,BNewF Lmaoo hahahha shiiit
FALSE,TRUE,Please stay inside and stay safe if you are in the downtown core right now #Ottawa We are here for anyone who needs to talk 
FALSE,FALSE,DistressCentreO Please stay inside and stay safe if you are in the downtown core right now #Ottawa Chloe
FALSE,TRUE,"Our thoughts are with everyone involved in what is happening on Parliament Hill and Confederation Square this morning. Stay safe, Ottawa."
FALSE,FALSE,Senators let's hope the game is safe
FALSE,FALSE,Senators i hope the game gets cancelled want a refund
FALSE,FALSE,SaadQERSHI Senators Huh?  You hope it gets cancelled?  You want a refund?
FALSE,FALSE,Senators Sportsnet will the game still be played tonight?
FALSE,FALSE,Senators #weareottawa
FALSE,FALSE,TheJimmyIce Senators same thing with the boston incident
FALSE,FALSE,Senators What's happened?! I'm in the UK!
FALSE,FALSE,"SaadQERSHI Senators I don't think they're the same thing.  I'm fine with whatever, but I think the game is a long time from now."
FALSE,FALSE,Senators stay safe guys
FALSE,FALSE,trentca Senators soldier shot at the war memorial. Shooting inside parliment
FALSE,FALSE,"ThisIsLaurelM Senators Shiiiiiit, thanks."
FALSE,FALSE,Senators is game still on..
FALSE,FALSE,Senators any word on the game possible being postponed due to the situation happening downtown?
FALSE,FALSE,Senators Is the game still on?
FALSE,FALSE,SaadQERSHI  sentators why say something so senseless? You must be a Torontonian. we don't need trash at our games. stay safe #RCMP
FALSE,FALSE,Thomaskeenan Senators Sportsnet Stay classy Toronto while Ottawa protect you #RCMP
FALSE,FALSE,Senators #OttawaStrong
FALSE,TRUE,"Dear confused rightwing friends my article was about Monday's car incident, not the Ottawa shooting this morning https//t.co/dPCtNJWmv"
FALSE,FALSE,ggreenwald Dear confused dumbass. They are the same...
FALSE,FALSE,ggreenwald Why wouldn't the same logic apply?
FALSE,FALSE,".ggreenwald We know, and you're still fucking insane."
FALSE,FALSE,".ggreenwald Yeah, not sure that's better."
FALSE,FALSE,"UrbanAchievr Because nobody has any idea who the shooter is, what the motives are, or anything else about what s/he did."
FALSE,FALSE,ggreenwald excellent piece on radicalism cause and effect. It reminded me of this http//t.co/XkZhTLkcFP
FALSE,FALSE,"instapundit Feel free to form all of your deeply important opinions on that question, but not to pretend I wrote something I didn't."
FALSE,FALSE,ggreenwald instapundit Noted public shooting advocate Glenn Greenwald.
FALSE,FALSE,"ggreenwald Writers can be fast, but not that fast."
FALSE,FALSE,.ggreenwald I don't believe I did.
FALSE,FALSE,".instapundit  Dear notatallconfused rightwingers, ggreenwald openly defends a terror attack on Canadians in his article #traitor"
FALSE,FALSE,ggreenwald What's the difference?
FALSE,FALSE,ggreenwald UrbanAchievr The situation is still unfolding. It started only a few minutes ago.
FALSE,FALSE,"oh dear. MT ggreenwald my article was about Mondays's car incident, not Ottawa shooting this morning http//t.co/TuvRlfvcz"
FALSE,FALSE,ggreenwald instapundit Answer the question. What's the difference?
FALSE,FALSE,"sunlorrie Just little things, like nobody knows who the shooter is, what their motives were, what they did, or anything else about them."
FALSE,FALSE,ggreenwald you are doing so much to discredit the great work done by you and Snowden...
FALSE,FALSE,.instapundit I took offense at 'friends.' Greenwald would happily put most of the people reading this in a work camp.
FALSE,FALSE,LouiseMensch instapundit ggreenwald Scandalous We Let These Cripples Come Here
FALSE,FALSE,ggreenwald sunlorrie We do know they were a terrorist though
FALSE,FALSE,ggreenwald Fair point. My apologies.
FALSE,FALSE,LouiseMensch instapundit ggreenwald ...you have to be a dyed in the wool right winger to think he is defending the killing of the soldier
FALSE,FALSE,".MacDonaldMaggie ggreenwald Yeah, it was probably those MacKenzie brothers, angry about a mouse in their beer."
FALSE,FALSE,"LouiseMensch Are you sure you are in a position to call people a #traitor having quit you're job &amp country?
instapundit ggreenwald"
FALSE,FALSE,instapundit ggreenwald &lt #DeeplyImportantOpinion arbiter.
FALSE,FALSE,"JSiegs ggreenwald Yes, but the context is relevant. What was the motive of the gunman/gunmen today as opposed to Monday?"
FALSE,FALSE,"JSiegs ggreenwald sunlorrie By the definition of terrorism I read around, any premeditated assault anywhere could qualify as terrorism"
FALSE,FALSE,LouiseMensch instapundit ggreenwald ..analyzing the cause of violence is Not defending such violence..but war mongerers don't agree
FALSE,FALSE,sunlorrie ggreenwald we'll soon find out but we're all thinking the same thing...
FALSE,FALSE,.LouiseMensch .instapundit .ggreenwald He feels Canada was wearing a short skirt in a bad part of town.
FALSE,FALSE,NOT COMPLICATED RT joestein LouiseMensch instapundit Analyzing the cause of violence is not defending such violence.
FALSE,FALSE,instapundit I love how ggreenwald ignores jihadists have been at war with civilization for centuries. Typical Western Civhating 'journo'
FALSE,FALSE,"LouiseMensch instapundit ggreenwald Yup, just like doctors are ""defending"" cancer when they say it's caused by smoking"
FALSE,FALSE,"JSiegs ggreenwald Agreed, but it's important to know. That's our job."
FALSE,FALSE,"LouiseMensch instapundit ggreenwald creating an emotional cauldron of hate, demonising your faith &amp bombing your people can affect you?!"
FALSE,FALSE,"hey joestein, ggreenwald defends terrorism by insisting it's not terrorism, but attacking offduty soldiers is definitely that"
FALSE,FALSE,".instapundit ggreenwald willcollier Oh well in that case it makes it, well, no better, actually. Not any difference at all, obviously."
FALSE,FALSE,"LouiseMensch ggreenwald If in NYC, say hello to seanhannity for me 'Max Keiser wants to killô Sean Hannity' https//t.co/YGfazZnl"
FALSE,FALSE,ggreenwald joestein LouiseMensch instapundit no place for causation in manicheism.
FALSE,FALSE,"ggreenwald joestein LouiseMensch instapundit That's not always true in fact, most of the time it's not true"
FALSE,FALSE,ggreenwald joestein LouiseMensch instapundit So defending is now know as analysis. Gotcha.
FALSE,FALSE,"ggreenwald But that's just it. .LouiseMensch's career depends on propagating a false, simplistic narrative. instapundit joestein"
FALSE,FALSE,UrbanAchievr ggreenwald There's still a shooter on the loose according to reports. People here in Ottawa scared but we don't know much yet
FALSE,FALSE,"So, the ""cause of violence"" is Canada defending the West from terror. Smart take, bro ggreenwald joestein LouiseMensch instapundit"
FALSE,FALSE,EFV ggreenwald LouiseMensch instapundit ..if you stopped watching Fox for a few days u will know that West was never under attack
FALSE,FALSE,LouiseMensch instapundit ggreenwald trolling and smearing
FALSE,FALSE,UrbanAchievr is that Jean LaRose?!?!! I've got his hockey card at home!!!!
FALSE,FALSE,ggreenwald joestein LouiseMensch instapundit The Beginning Of The End Why The West Can Never Beat ISIS https//t.co/ZLUPLxhA
FALSE,FALSE,joestein LouiseMensch instapundit ggreenwald Of course he is.
FALSE,FALSE,joestein EFV ggreenwald LouiseMensch instapundit 'Canada defending the West from Terror'. Yea  you really nailed it.
FALSE,FALSE,He thinks that's anything but a distinction w/o a difference? LOL. redsteeze ggreenwald
FALSE,FALSE,CanYouFlyBobby LouiseMensch instapundit ggreenwald ..got it...you are a dyed in the wool right winger...move along now
FALSE,FALSE,"joestein If you're ever in need of a bridge, I can hook you up. Bye now."
FALSE,FALSE,"""TEH WEST IS NOT UNDER ATTACK DAVID COPPERFIELD IS JUST HIDING THE WTCs!"" joestein EFV ggreenwald LouiseMensch instapundit"
FALSE,FALSE,CanYouFlyBobby ..please turn off Sun news or Fox...and watch proper news channels..you might be able to get your head out of your ass
FALSE,FALSE,"SeahawkBurrrton EFV ggreenwald LouiseMensch instapundit ..i got it.../ was the cause of all this...not the wars in Iraq, etc."
FALSE,FALSE,"joestein I don't watch television, even 'proper channels'. But thanks for more stereotyping. Ironically it helps me generalise about u."
FALSE,FALSE,CanYouFlyBobby ..that explains your childish ignorance...we are done
FALSE,FALSE,joestein Hahahaha. Watches TV news for knowledge. You're brilliant. Thanks for this. I said bye  messages back by the way.
FALSE,FALSE,"No, no it wasn't that *at all*. We just wanted Iraq's oil or something. joestein EFV ggreenwald LouiseMensch instapundit"
FALSE,FALSE,SeahawkBurrrton EFV ggreenwald LouiseMensch instapundit ..if you have the patience...try to research and see who started it all
FALSE,FALSE,NO WARS FOR TEH OILS! joestein EFV ggreenwald LouiseMensch instapundit
FALSE,FALSE,"UrbanAchievr ggreenwald And yes, ""too soon"""
FALSE,FALSE,"UrbanAchievr ggreenwald I mean ""too soon"" for a Bob and Doug joke"
FALSE,FALSE,ChrisClukey iowahawkblog LouiseMensch instapundit  How does the subject of the article change the fact that ggreenwald is a douche?
FALSE,FALSE,.voltmonster instapundit Apparently it's not enough to be a dick. One has to doubledick down next day&gtggreenwald
FALSE,FALSE,"ChampionCapua instapundit ggreenwald ur right. ""More rubble less trouble"" is a profoundly important opinion."
FALSE,FALSE,"joestein EFV ggreenwald ISIS practices genocide against many people, you don't care and feel action against them is an outrage"
FALSE,FALSE,ArizonaLuke instapundit ggreenwald Global Islamic state...Muslim Brotherhood. IN the US. http//t.co/KOGUTOIo THEY brought it here.
FALSE,FALSE,ggreenwald UrbanAchievr Never the ideology. Nope! #AmIRight
FALSE,FALSE,ArizonaLuke instapundit  Nice! Egging on those who are on the brink of striking out at the military ggreenwald. Responsible journalism?
FALSE,FALSE,"ChrisClukey LouiseMensch instapundit ggreenwald I've been more convinced by drunken Japanese karaoke wails of ""I did it my way!"""
FALSE,TRUE,"Prime Minister Stephen Harper is safe and has left Parliament Hill, spokesman says  CBCAlerts https//t.co/wCqPcyqMxK"
