is_rumor,is_source_tweet,text
FALSE,FALSE,BBCBreaking Modomodo Photos C©dric C / ActuSecours
FALSE,FALSE,DelTuitDe BBCBreakingPhotos show emergency servicesin French Alps after Germanwings crash http//t.co/zwiOwvDd http//t.co/AsyEUkk
FALSE,FALSE,"Daily_Sparkles BBCBreaking I think this is just a base camp, the crash is in the mountains, have to helicopter people into the site,"
FALSE,FALSE,"Thanks, makes sense helresa BBCBreaking"
FALSE,FALSE,BBCBreaking deepest thoughts and condolences to the families of the victims
FALSE,FALSE,a BBCBreaking Photos show emergency services in French Alps after Germanwings crash  http//t.co/GVuNPSWzP http//t.co/lVIEUIyYuù
FALSE,FALSE,BBCBreaking YOU LOST YOUR FINANCIAL EMPIRE CABAL GO AWAY AND STOP LYING WHERE'S THE PLANE?
FALSE,FALSE,PeterSmitGary BBCBreaking Urm... because it's in the mountains and they haven't reached it yet perhaps?
FALSE,FALSE,Awful RT BBCBreakingPhotos show emergency services in French Alps after Germanwings crash  http//t.co/rKFjYDOs http//t.co/oOAgphI
FALSE,FALSE,"aprilritchey BBCBreaking They're not at the actual crash site, calm down."
FALSE,FALSE,BBCBreaking God be with the families and first responders.
FALSE,FALSE,SirMustard BBCBreaking I'm just laughing at the fakery
FALSE,FALSE,aprilritchey What fakery?
FALSE,FALSE,SirMustard same ol' story of every plane crash distraction while the world looks away at the fact the banksters are losing their empire.
FALSE,FALSE,"aprilritchey SirMustard People have died including babies,behave and go awayrelatives maybe watching for updatesYou need body parts ffs?"
FALSE,FALSE,"BBCBreaking hope they all stay safe,difficult terrain and awful situation to go into.So very sad"
FALSE,FALSE,rednessie SirMustard Just another day in the cabal run world NESARA DEBTJUBILEE AND ETDISCLOSURE are imminent Happy new world
FALSE,FALSE,aprilritchey SirMustard bye
FALSE,FALSE,rednessie SirMustard people just don't like good news...MARCH IS CABAL PLANE CRASHING MONTH MH still have found that thing
FALSE,FALSE,aprilritchey rednessie You're clearly as mad as a bag of hyenas so I'll bid you good day.
FALSE,FALSE,SirMustard rednessie Tell all the crazy people who eat kids that they've lost their empire Humanity gets free forever NESARA
FALSE,FALSE,BBCWorld ChristianFraser Missing info on flight board very profound indeed.
FALSE,FALSE,BBCWorld ChristianFraser So sad.. looks unlikely there will be any survivors. CNN
FALSE,FALSE,BBCWorld ChristianFraser God help them...
FALSE,FALSE,BBCWorld markfrankel ChristianFraser Possible case of Hypoxia
FALSE,FALSE,BBCWorld ChristianFraser BBC News very poor coverage. presenters very wooden.
FALSE,FALSE,BBCWorld ChristianFraser
FALSE,TRUE,"Rescue workers gather in Seyne, southeastern France, near the site where a Germanwings Airbus A crashed. http//t.co/eqFNMSPW"
FALSE,FALSE,"Rescue workers gather in Seyne, southeastern France, near the site where a Germanwings Airbus A crashed. http//t.co/uNfhhfzrN AFP)"
FALSE,FALSE,AFP The term 'Recovery personnel' is maybe more apt?
FALSE,FALSE,AFP bambula awful &lt
FALSE,FALSE,AFP RunwayGirl God be with them for what they will soon witness ¢
FALSE,FALSE,fredfalcone mewmewmew Awful 
FALSE,FALSE,vince_nel AFP Unfortunately that is how it is looking....
FALSE,FALSE,"AFP Crodriguezluis Those poor ppl &amp their families, my heart is w/them ¢"
FALSE,FALSE,"AFP bishopk how is this story getting almost no press when I have  ""breaking news"" stories about Angelina's ovaries in my feed and email"
FALSE,FALSE,"AFP ""Rescue workers gather in Seyne, southeastern France, near the site where a Germanwings Airbus""  in Sweden http//t.co/wMgEcqM"
FALSE,TRUE,We're shocked and devastated. Our deepest sympathy goes out to the families of all the victims. Our thoughts are with you all. U
FALSE,FALSE,DFB_Team_EN
FALSE,FALSE,DFB_Team_EN what happened??
FALSE,FALSE,DFB_Team_EN DietmarHamann German plane crash in the french alps  for those asking
FALSE,FALSE,DFB_Team_EN So sad to hear that........
FALSE,FALSE,DFB_Team_EN neko_blog Penguinclub
FALSE,FALSE,DFB_Team_EN DietmarHamann R.I.P God bless u all.
FALSE,TRUE,BREAKING VIDEO of the Germanwings U crash area http//t.co/wFgKTSve http//t.co/sXSkTXb
FALSE,FALSE,airlivenet BREAKING VIDEO of the Germanwings U crash area http//t.co/dOkehhvVf http//t.co/klRjJpdQù HuanU
FALSE,TRUE,Our thoughts are with all the passengers and crew members on board Germanwings flight U and their loved ones.
FALSE,FALSE,TurkishAirlines Our thoughts are with all the passengers and crew members on board Germanwings flight U and their loved ones.ù
FALSE,FALSE,TurkishAirlines Our thoughts are with all the passengers and crew members on board Germanwings flight U and their loved ones.ù
FALSE,FALSE,TurkishAirlines germanwings my thoughts go to FBW engineering/maintenance plus pilot training against malfunctions that may occur.
FALSE,FALSE,".TurkishAirlines Please inform, if you follow procedure, that  authorized persons must be present in cockpit at all times during a flight?"
FALSE,TRUE,"UNCONFIRMED this image, reportedly from local newspaper le Dauphine, also circulating. U http//t.co/zUekdRYRPm"
FALSE,FALSE,"thatjohn Looks like an enormous amount of small pieces of wreckage. Is that indiciatvie of something, standard for that terrain or normal?"
FALSE,FALSE,thatjohn If that is the plane it is one very scattered debris field.
FALSE,FALSE,"thatjohn Seems a bit green for the Alps in late March, unless something in camera settings is wrong"
FALSE,FALSE,"thatjohn UNCONFIRMED this image, reportedly from local newspaper le Dauphine, also circulating. U http//t.co/hRlcPiwEWDù HuanU"
FALSE,FALSE,"matthewsydney thatjohn Seen other versions of the pic that are less green, looks reasonable to me. Strange no snow, must be quite low."
FALSE,FALSE,"thatjohn Hmm, unfortunately you can recognize some dead bodies there..."
FALSE,FALSE,"thatjohn This is not the crash site of the plane in question.
Currently there is a lot of snow in the mountains"
FALSE,FALSE,thatjohn I can see People down there with backpack?
FALSE,FALSE,simon_rp matthewsydney thatjohn not just low but not even of this crash. it crashed at around m and theres a lot of snow currently
FALSE,FALSE,"thatjohn  Scary, Midair breakup.  I'm flying on an a in a few hours. Yikes"
FALSE,FALSE,"thatjohn If chart is accurate, impacting terrain at kts could account for size of the debris GermanWingsCrash http//t.co/eLpuLBdlY"
FALSE,FALSE,"thatjohn RunwayGirl Unfortunately it's confirmed, John."
FALSE,FALSE,thatjohn RunwayGirl My god if that is real then I've not seen anything so sad for a very long time
FALSE,FALSE,"controvi simon_rp thatjohn Snowline would be higher on south slopes than north, but  snowline does seem high for this time of year"
FALSE,FALSE,thatjohn there must be still snow at that height..
FALSE,FALSE,Avtips thatjohn RunwayGirl This descent doesnt signal rapid decompr'sn where pilot would spiral in to balance Gs. http//t.co/sRkuak
FALSE,TRUE,"PHOTO Another image of crash site from U. Pic via laprovence) 
 http//t.co/KOfxQqzn  PollyR_Aviation"
FALSE,FALSE,airlivenet laprovence PollyR_Aviation fake for sure
FALSE,FALSE,airlivenet laprovence PollyR_Aviation
FALSE,FALSE,henryhaste airlivenet laprovence PollyR_Aviation how is it fake?
FALSE,FALSE,"RT airlivenet PHOTO Another image of crash site from U. Pic via laprovence) 
   PollyR_Aviation http//t.co/PtWTIVci"
FALSE,FALSE,"Prayers RTairlivenet PHOTO Another image of crash site from U. Pic via laprovence) 
 http//t.co/TaCMkBlPOn  PollyR_Aviationù"
FALSE,FALSE,henryhaste airlivenet laprovence PollyR_Aviation what a stupid comment
FALSE,FALSE,Kantucke airlivenet laprovence PollyR_Aviation Jesus Christ prayers
FALSE,FALSE,airlivenet sadalabla omg
FALSE,FALSE,AndyB airlivenet laprovence PollyR_Aviation it's recycled. Now bore off
FALSE,FALSE,"jtrue airlivenet laprovence PollyR_Aviation right, so sad"
FALSE,FALSE,"airlivenet PHOTO Another image of crash site from U. Pic via laprovence) 
 http//t.co/mTSBRldlkq  PollyR_Aviationù"
FALSE,TRUE,"Nightmare My thoughts go out to the victims, their family and friends.üôè RIP U MH MH GE QZ AH TooManyCrashes"
FALSE,FALSE,KJ_Huntelaar CarefreeDaily class from Klaas
FALSE,FALSE,That hashtag from KJ_Huntelaar TooManyCrashes Ç
FALSE,FALSE,KJ_Huntelaar T_T
FALSE,TRUE,"Üí http//t.co/WHpstrfA planecrash plane crash Drexel University graduate, mom among Germanwings plane crash victi http//t.co/htTpALZye"
FALSE,TRUE,"If one pilot leaves, somebody else is supposed to go in so there are always  people  richardquest on Germanwings http//t.co/kckkBkqjVh"
FALSE,FALSE,AC richardquest with new info this Germanwings crash doesn't sound like an accident
FALSE,FALSE,AC richardquest Why did Pilot leave cockpit and for what purpose? How long was he gone?
FALSE,FALSE,AC richardquest Do we know there wasn't a second person in there?
FALSE,FALSE,"AC richardquest Terrorism or Pilot suicide,  take your pick."
FALSE,FALSE,"AC richardquest One pilot leaves for the head. The other suffers heart attack/aneurism? But yes, where's missing standin?"
FALSE,FALSE,AC richardquest Do we know pilot identities?
FALSE,FALSE,AC richardquest CNN spends a lot of time telling you what they don't know instead of telling what they do know. This ain't news.
FALSE,FALSE,AC Gencyclopediax this is crazy wow
FALSE,FALSE,AC richardquest   when will they give us the pilots' names?
FALSE,FALSE,"AC richardquest Planes should be able to be controlled remotely in cases of emergency, pilot distress, terrorism ...system override."
FALSE,FALSE,AC richardquest Murder and Suicide ???
FALSE,FALSE,AC richardquest CNN turns tragedy into informationless frenzy of terrifying possibilities.Terrorism = publicity designed to terrorize
FALSE,FALSE,"AC morrislaw richardquest what if the copilot in cockpit suffered a stroke or similar? With a security door locked,it's a huge problem"
FALSE,FALSE,AC Lovelylanvin richardquest this doesn't sound like an accident anymore.
FALSE,FALSE,"AC richardquest Why so many plane accidents? If not addressed soon, people will have fear of flying and the economy will suffer."
FALSE,FALSE,AC PruPaine richardquest Gotta be right. Never one person isolated.
FALSE,FALSE,AC richardquest  im airline pilotbut this really seems intentionalthis is not an accident
FALSE,FALSE,"AC richardquest Can't rule out terror, but could have been a health issue with copilot. Why wasn't another person in cockpit? Horrible."
FALSE,FALSE,seaotta I know AC richardquest
FALSE,FALSE,"patnolan AC How do we KNOW that nd pilot was still inside cockpit? NYT reports ""no response"" when other pilot knocking on door."
FALSE,FALSE,"NCL AC richardquest Again, the issue of Cameras in the Cockpit is more relevant than ever."
FALSE,TRUE,The reasons why they haven't yet released the names of the pilots of the Germanwings plane suddenly seem so clear.
FALSE,FALSE,kesgardner. My suspicions are growing.
FALSE,FALSE,kesgardner sounds to me like Lufthansa is covering up a pilot suicide case
FALSE,FALSE,jlaich Yep. It's either terrorism or suicide by plane.
FALSE,FALSE,kesgardner No kidding.
FALSE,FALSE,"kesgardner jlaich Yep. It's either terrorism or suicide by plane.ù My first thought was a ""Payne Stewart"" situation if only"
FALSE,FALSE,kesgardner What's going on?
FALSE,FALSE,sav http//t.co/qtxJELRl
FALSE,FALSE,kesgardner jlaich Committing suicide by plane and taking  other souls with you is not suicide. It's sick homocide.
FALSE,FALSE,Grandbulldoggie the term 'mass murder' was used by one commenter kesgardner
FALSE,FALSE,"kesgardner sav What is the meaning of ""very cool"" in that first paragraph? Comfortable cool or leaning frigid? Hm."
FALSE,FALSE,kesgardner Thanks.
FALSE,FALSE,"FairTaxNancy I read it as cordial or even friendly, as though no one had any reason to suspect that anything was amiss. sav"
FALSE,FALSE,FairTaxNancy How could they possibly know? Probably just means ' not alarmed' but....kesgardner
FALSE,FALSE,kesgardner maybe the pilot that didn't open the door had a heart attack or something.
FALSE,FALSE,kesgardner uhhh oh.
FALSE,FALSE,"sav kesgardner That's how I read it, but I wasn't sure."
FALSE,FALSE,kesgardner Rals. Are they mideastern?
FALSE,FALSE,kesgardner Didn't you love how first thing they said was that it wasn't terrorism?
FALSE,FALSE,"kesgardner if a pilot leaves the cockpit for any reason,a member of cabin crew has to sit in the cockpit until pilot has returned. Confused"
FALSE,FALSE,Nat_Edwards kesgardner assuming they follow protocol
FALSE,FALSE,"Tdubs kesgardner well yeah. Tbh, it could be anything. Sounding like pilot suicide with the new info."
FALSE,FALSE,Nat_Edwards kesgardner Yep... It's just devastating... Cannot believe someone would make that choice with over  innocent people
FALSE,FALSE,Tdubs kesgardner I know. If it is it's VERY selfish ™
FALSE,FALSE,kesgardner jlaich rjames how so? please be specific
FALSE,FALSE,Nat_Edwards Tdubs kesgardner or martyrdom?
FALSE,FALSE,"hereistheanswer Tdubs kesgardner can't be, they heard the pilot in the cockpit breathing right until impact.."
FALSE,TRUE,Tony Abbott seeks advice about cockpit rules in wake of Germanwings crash http//t.co/UAGCkkt
FALSE,FALSE,"guardian Two hands on controls, to override autopilot ?"
FALSE,FALSE,guardian
FALSE,FALSE,guardian AIR FORCE WOULD HAVE PARACHUTES DONT TELL TONES HA HA
FALSE,FALSE,guardian TONES WILL WANT UPGRADE OF HIS PLANE LIKE HIS $' CAR
FALSE,FALSE,guardian The usual kneejerk Politicianshow about blaming it on PutinRF_Eng Iran&ampSyria the Islamic Orthodox Churchour favoured suspects
FALSE,FALSE,guardian Pentagon must be happy now they'll make it mandatory that all Crafts be fitted w/an Override remote control at Manufacturers base
FALSE,FALSE,guardian Tony Abbott seeks advice about cockpit rules in wake of Germanwings crash http//t.co/WAbXIkYBcù
FALSE,TRUE,Germanwings crash  different scenarios to unlock and lock the cockpit door http//t.co/WZpdGwFY http//t.co/BkazjHW
FALSE,FALSE,nytimes is nytimes confirming this is a hoax/falseflag?
FALSE,FALSE,Germanwings crash  different scenarios to unlock and lock the cockpit door http//t.co/oiEVkQUS http//t.co/lcrTrywUAR via nytimes
FALSE,FALSE,HashtagSynergy nytimes How?
FALSE,FALSE,"nytimes Time to think about a bathroom, and surveillance cameras inside the cockpit."
FALSE,FALSE, different scenarios to unlock cockpit door Germanwings http//t.co/bTSKrUqpcx http//t.co/hKIRZgfua nytimes http//t.co/ZYqnqST
FALSE,FALSE,nytimes Germanwings crash  different scenarios to unlock and lock the cockpit door http//t.co/cYwNiwChd http//t.co/GeBEEDCSWQù
FALSE,FALSE,nytimes TAKE THIS DOWN ITS NOT NEWS Just because you CAN post something doesn't mean you SHOULD FAASafetyBrief FAANews
FALSE,FALSE,nytimes ... control room should be able to unlock doors or fly the plane like a virtual pilot that would be cool. pushing tin hiked up
FALSE,FALSE,nytimes or they can just hire robots
FALSE,FALSE,MorbidEntree nytimes proves he could have unlocked door.
FALSE,FALSE,nytimes Fact is he tried..desperately..and wasn't able to. The copilot locked it and purposely crashed the plane. Worst case scenario.
FALSE,FALSE,nytimes CoPilot could have suffered a cardiac event which will never be known. Police have removed material from his home for investigation
FALSE,FALSE,"HashtagSynergy nytimes perhaps they weren't surefire solutions, or he could have forgotten about them in panic."
FALSE,FALSE,nytimes false flag?  Co pilot deff could've kept the pilot out.  Need more evidence for conspiracy.
FALSE,FALSE,MorbidEntree nytimes he was a veteran pilot.
FALSE,FALSE,HashtagSynergy nytimes and? Even the most experienced can panic and forget things.
FALSE,FALSE,MorbidEntree nytimes lol pilots are tested and approved to handle just that. panic. your too young to know what your talking about.
FALSE,FALSE,"HashtagSynergy nytimes please, stick to what you know. No assumptions."
FALSE,FALSE,MorbidEntree nytimes i am. and i do. you are just a young socialist. nvm. im done
FALSE,FALSE,"HashtagSynergy nytimes socialist, ha, thanks for the laugh."
FALSE,FALSE,"Land of the Spree RT morbidentree HashtagSynergy nytimes socialist, ha, thanks for the laugh."
FALSE,FALSE,"Not you, too? RT hashtagsynergy MorbidEntree nytimes i am. and i do. you are just a young socialist. nvm. im done"
FALSE,FALSE,RedScareBot MorbidEntree nytimes i stick to what i know. and do not assume. however. i am not an Obama loving libsoc like beiber here.
FALSE,TRUE,"Do you have questions about the Germanwings crash? CNN experts answer GermanwingsQs http//t.co/eXKydnmrd
https//t.co/DChpsOw"
FALSE,FALSE,"CNN considering the size of airline bathrooms, can't there be one in the cockpit?"
FALSE,FALSE,RT  CNN Do you have questions about the Germanwings crash? CNN experts answer GermanwingsQs http//t.co/HfzIkrZKha
FALSE,FALSE,CNN when the captain went to the bathroom did someone knock on the door and the copilot thought it was the captain and let him in
FALSE,FALSE,"CNN and plus did someone check the captain background why did he go to the bathroom probably to pray but what prayer, I don't trust no one"
FALSE,FALSE,CNN would the pilot have had a window to get into the cockpit when copilot had to reset the lockout ? flight
FALSE,FALSE,Lainie CNN omg....that's what I want to know
FALSE,FALSE,CNN GermanwingsQs  Why does anyone believe this bulls*t story about a Germanwings pilot committing suicide?
FALSE,FALSE,"ThomasPaine CNN Agree.MILITARYINCIDENT?Italianjetfighter switched transponder to emergency at., near where U began falling"
FALSE,FALSE,BrZazo  year Booz Allen Hamilton/ National Geospatial Intelligence Agency employee on Germanwings flight... http//t.co/HxfrRIW 
FALSE,FALSE,"ThomasPaine CNN This morning I heard a huge thud and then I saw several fighter jets fly over the village,ù Eyewitness Le Vernet report"
FALSE,FALSE,BrZazo CNN Airliners can be hacked and flown remotely  with no possibility of override by the crew. Germanwings
FALSE,FALSE,........... Could there be? Lainie CNN
FALSE,FALSE,Forbidden_Child either that or diapers. It's good enough for astronauts.
FALSE,FALSE,"CNN Time to look toward Israel. El Al has ways to check the ""kooks"" before they start trouble. Psychics on payroll?"
FALSE,FALSE,CNN Is it possible for the door to be locked remotely? Or that the cp locked it while in some state of confusion? GermanwingsQs
FALSE,FALSE,CNN why not add fingerprint scanners in the cockpit requiring both pilots to override taking it out of autopilot? GermanwingsQs
FALSE,FALSE,"CNN Let's do as in old times again.  pilots on board instead of . It will be safer, better for security, crew, passengers and flight."
FALSE,FALSE,CNN More Germanwings reports point to CoPilot &amp his conversion to Islam http//t.co/BPqrjH
FALSE,TRUE,What we know so far about the Germanwings crash http//t.co/eVPQABBTz http//t.co/QwYGER
FALSE,FALSE,cnni it was ISIS
FALSE,FALSE,"cnni Theory, Nazi pissed with Merkle/Greece bailout feud and wwII reparations demands, takes it out on PIIGS spainards enroute studdenland"
FALSE,FALSE,RT  cnni What we know so far about the Germanwings crash http//t.co/bpXCSONhB
FALSE,FALSE,"cnni Bull shit,l'aereo ® esploso in volo,non c'® il cratere di IMPATTO,frammenti sparsi su vasta area,non c'® stato incendio a terra,"
FALSE,FALSE,cnni Vuol dire che il carburante ® bruciato in aria.Probabilmente ® stato un missile portatile
FALSE,FALSE,"cnni If your suicidal depression threatens to take over, park the plane."
FALSE,FALSE,SamanArbabi cnni has a motive been identified ?
FALSE,FALSE,cnni What we know so far about the Germanwings crash http//t.co/jbmHZskm http//t.co/MEdBXadù so scary ≥
FALSE,FALSE,"cnni What does ""even Turkey"" supposed to mean? Are you picking moronic reporters oblivious to demographics to cover international stories?"
FALSE,FALSE,"cnni May God in his grace comfort you all at this very sad time. To all passengers and crew lost, R.I.P.   Germanwings crash"
FALSE,FALSE,cnni Ok...
FALSE,FALSE,"cnni Let's do as in old times again.  pilots on board instead of . It will be safer, better for security, crew, passengers and flight."
FALSE,FALSE,cnni More Germanwings reports point to CoPilot &amp his conversion to Islam http//t.co/BPqrjH
FALSE,FALSE,cnni did his religion played any role in his action? I bet if he was Muslim it most definitely did
FALSE,FALSE,"cnni What we know so far Germanwings
If it was a brown Muslim u would have said these terrorist r cruel
you would not use da sympathy card"
FALSE,TRUE,Germanwings Flight  copilot deliberately crashed plane My Prayers go out to the families http//t.co/FhKlAkpL
FALSE,TRUE,Germanwings Flight  copilot crashed plane My Prayers go out to the families http//t.co/EkjhnMS http//t.co/xjawbTrh
FALSE,FALSE,RealTonyRocha I'm praying that God will reverse time and undo this useless tragedy. He can do it and we'd never know Pray for this
FALSE,FALSE,RealTonyRocha xejylegemyfa We all feel that way god bless everyone involved
FALSE,FALSE,"RealTonyRocha  The terror in the  long minutes before the crash is incomprehensible. My greatest sympathies to all, God bless."
FALSE,TRUE,Copilot of Germanwings intentionally crashed the plane but he's white so he's not a terrorist.
FALSE,FALSE,baelorrr if muslim semua akan cakap terrorist kan? um
FALSE,FALSE,ZarilZulkifli exactly. But he's white so he has depression.
FALSE,FALSE,"baelorrr yes, tu ah pasal"
FALSE,FALSE,baelorrr and they will still dig whether he has some sort of muslim ancestors. Or friends. Or neighbours. But he is still white.
FALSE,FALSE,Hazrey yes. He's white so he has depression.
FALSE,FALSE,baelorrr mana you dpt header from?
FALSE,FALSE,AQairizad what do you mean?
FALSE,FALSE,baelorrr i mean where did you get that statement from
FALSE,FALSE,"AQairizad didn't get it anywhere? I just read the news and ""conspiracies"""
FALSE,FALSE,baelorrr oh ok ok i did read about it just now.it's absurd not just on that but still he committed mass  murder
FALSE,FALSE,AQairizad yeah but he's white so he has depression.
FALSE,FALSE,baelorrr i dont care if he's white if he's black or brown. But the thing he did was unacceptable in any way. Like + people on board ™
FALSE,FALSE,"AQairizad he did that because ""apparently"" he had depression and was suicidal."
FALSE,FALSE,baelorrr it's being said that he had newly converted into Islam which is a whole another issue dealing with prejudice &amp stereotypes..+
FALSE,FALSE,baelorrr .. but what's your source?? or is it sarcasm?
FALSE,FALSE,cactille sarcasm + the way mainstream media has been portraying acts like this over the years.
FALSE,FALSE,baelorrr Ah but I see this one event being used as a tool to stigmatize an already oppressed religion even more
FALSE,FALSE,"cactille exactly. Even within the first few hours of the crash, many speculated that he was a Muslim which is just...wow."
FALSE,FALSE,"baelorrr but you're right, it's an unjust world. Had it been a person of color his mental health would not have been considered at all"
FALSE,FALSE,Hazrey white privilege is disgusting.
FALSE,FALSE,"AQairizad baelorrr the main point is if he's a muslim, everyone called him a terrorist.. Or jihadist..."
FALSE,FALSE,baelorrr i bet they planted the 'depression' report.
FALSE,FALSE,Hazrey we don't know for sure but what we know is they out ruled terrorism immediately.
FALSE,FALSE,"baelorrr of course they would. He's white. Omputih, suci, baik, mulia."
FALSE,TRUE,"There's no black box for the human being,ù says milesobrien of the Germanwings crash http//t.co/rVGxkdbmkF"
FALSE,FALSE,NewsHour milesobrien some bad things can't be prevented. So sad
FALSE,FALSE,NewsHour milesobrien michikokakutani I assume pilotôs online activity is being gone over w/fine tooth comb. A bit like human black box.)
FALSE,FALSE,NewsHour milesobrien Yet.
FALSE,FALSE,NewsHour milesobrien It's very early to scapegoat this poor guy. He might be fainted &amp lowered the altitude and can't unlock the door.
FALSE,FALSE,"NewsHour milesobrien Andreas Lubitz had his own black box called depression,so we hear."
FALSE,FALSE,"Tragic and true ""NewsHour There's no black box for the human being,ù says milesobrien of the Germanwings crash http//t.co/LEnrJhROfGù"
FALSE,FALSE,NewsHour JamesGleick milesobrien but I bet Google is working on one.
FALSE,FALSE,"NewsHour milesobrien No outer keyhole or lock on door, and why oh why no key or keycode for pilots? Security no excuse if all die anyway."
FALSE,TRUE,"With the Germanwings tragedy, try to remember Captain Patrick Sonderheimer, who tried to kick down the door and save the plane."
FALSE,FALSE,silencewedge we also need to think of all the rescue workers who are risking their own lives .
FALSE,FALSE,AustralianDude spot on. lots of people helping.
FALSE,FALSE,.silencewedge deirdresm My mind has been replaying his desperate horror since I first read the news.
FALSE,FALSE,silencewedge Germanwings A's crash? http//t.co/yTAEdqyh
FALSE,TRUE,Germanwings could face enormous legal liabilities in the crash that killed  people http//t.co/nVPuc
FALSE,FALSE,"businessinsider for incompetence to leave an official % fit in your tests, should pay dearly for it"
FALSE,FALSE,Fuuuu RT businessinsider Germanwings could face enormous legal liabilities in the crash that killed  people http//t.co/kZdNSqWù
FALSE,TRUE,There were about  families close enough to see the helicopters  NicRobertsonCNN on Germanwings memorial http//t.co/rsPHKeh
FALSE,FALSE,"AC NicRobertsonCNN Tremendously sad.
Can't imagine how the loved ones must be feeling after today's news."
FALSE,FALSE,AC NicRobertsonCNN Aren't all Germans depressed? Whats happening in Yemen?
FALSE,TRUE,"Germanwings crash How did copilot keep the captain out of the cockpit? via OutFrontCNN
http//t.co/MLAsTKsuE http//t.co/YQkbkNdqT"
FALSE,FALSE,CNNVideo CNN OutFrontCNN Germanwings Something happened inside the aircraft. Check every passenger's background...There is more to this.
FALSE,FALSE,CNNVideo CNN OutFrontCNN the ghouls are on it pretty quick eh.
